"Datetime","DP_T","DP1","DP2","DP3","DP4","P_A","T_T","T1","T2","T3","T4","T_A"
"2017-12-13 14:21:12","-368.40","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.82","18.66","-273.15","18.33","18.65"
"2017-12-13 14:21:17","-252.67","-368.40","-136.94","-136.94","-368.40","-34161.60","-273.15","18.82","18.66","-273.15","18.32","18.65"
"2017-12-13 14:21:22","-252.67","-252.67","-252.67","-252.67","-252.67","-34277.32","-273.15","18.84","18.68","-273.15","18.35","18.65"
"2017-12-13 14:21:27","-252.67","-252.67","-136.94","-136.94","-368.40","-34161.60","-273.15","18.89","18.71","-273.15","18.37","18.67"
"2017-12-13 14:21:32","-252.67","-252.67","-136.94","-252.67","-368.40","-34161.60","-273.15","18.89","18.76","-273.15","18.34","18.67"
"2017-12-13 14:21:37","-368.40","-136.94","-252.67","-136.94","-368.40","-34161.60","-273.15","18.91","18.75","-273.15","18.36","18.66"
"2017-12-13 14:21:42","-368.40","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.90","18.71","-273.15","18.34","18.65"
"2017-12-13 14:21:48","-252.67","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.88","18.68","-273.15","18.36","18.65"
"2017-12-13 14:21:52","-252.67","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.89","18.69","-273.15","18.36","18.64"
"2017-12-13 14:21:57","-368.40","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.90","18.69","-273.15","18.36","18.63"
"2017-12-13 14:22:02","-252.67","-136.94","-252.67","-136.94","-368.40","-34161.60","-273.15","18.87","18.70","-273.15","18.33","18.58"
"2017-12-13 14:22:07","-252.67","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.84","18.69","-273.15","18.30","18.63"
"2017-12-13 14:22:12","-252.67","-252.67","-252.67","-136.94","-368.40","-34277.32","-273.15","18.90","18.74","-273.15","18.33","18.65"
"2017-12-13 14:22:17","-368.40","-136.94","-252.67","-136.94","-368.40","-34161.60","-273.15","18.89","18.75","-273.15","18.36","18.66"
"2017-12-13 14:22:22","-368.40","-252.67","-252.67","-252.67","-368.40","-34161.60","-273.15","18.89","18.72","-273.15","18.35","18.66"
"2017-12-13 14:22:27","-252.67","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.89","18.71","-273.15","18.30","18.63"
"2017-12-13 14:22:32","-252.67","-252.67","-136.94","-136.94","-368.40","-34045.87","-273.15","18.84","18.69","-273.15","18.30","18.63"
"2017-12-13 14:22:37","-252.67","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.83","18.70","-273.15","18.30","18.62"
"2017-12-13 14:22:42","-252.67","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.84","18.66","-273.15","18.30","18.62"
"2017-12-13 14:22:47","-368.40","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.82","18.70","-273.15","18.34","18.58"
"2017-12-13 14:22:52","-252.67","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.83","18.74","-273.15","18.33","18.59"
"2017-12-13 14:22:57","-252.67","-252.67","-136.94","-136.94","-368.40","-34161.60","-273.15","18.87","18.76","-273.15","18.32","18.64"
"2017-12-13 14:23:02","-252.67","-252.67","-252.67","-252.67","-368.40","-34161.60","-273.15","18.88","18.74","-273.15","18.31","18.67"
"2017-12-13 14:23:07","-368.40","-252.67","-252.67","-252.67","-368.40","-34045.87","-273.15","18.89","18.77","-273.15","18.31","18.67"
"2017-12-13 14:23:12","-368.40","-252.67","-136.94","-136.94","-368.40","-34045.87","-273.15","18.89","18.76","-273.15","18.30","18.70"
"2017-12-13 14:23:17","-252.67","-252.67","-136.94","-252.67","-368.40","-34161.60","-273.15","18.88","18.74","-273.15","18.30","18.67"
"2017-12-13 14:23:22","-368.40","-368.40","-136.94","-136.94","-484.13","-34161.60","-273.15","18.89","18.70","-273.15","18.34","18.65"
"2017-12-13 14:23:27","-368.40","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.90","18.74","-273.15","18.34","18.66"
"2017-12-13 14:23:32","-252.67","-252.67","-136.94","-136.94","-368.40","-34161.60","-273.15","18.90","18.74","-273.15","18.35","18.66"
"2017-12-13 14:23:37","-368.40","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.90","18.75","-273.15","18.31","18.65"
"2017-12-13 14:23:42","-252.67","-368.40","-136.94","-252.67","-368.40","-34161.60","-273.15","18.90","18.78","-273.15","18.36","18.68"
"2017-12-13 14:23:47","-252.67","-252.67","-136.94","-136.94","-484.13","-34161.60","-273.15","18.90","18.79","-273.15","18.39","18.70"
"2017-12-13 14:23:52","-368.40","-252.67","-252.67","-136.94","-368.40","-34161.60","-273.15","18.91","18.76","-273.15","18.39","18.69"
"2017-12-13 14:23:57","-252.67","-252.67","-252.67","-136.94","-252.67","-34161.60","-273.15","18.90","18.74","-273.15","18.40","18.66"
