"Datetime","DP_T","DP1","DP2","DP3","DP4","P_A","T_T","T1","T2","T3","T4","T_A"
"2017-12-13 13:54:18.913643","-368.40","-252.67","-252.67","-136.94","-368.40","-33930.13","-273.15","18.41","18.27","-273.15","18.04","18.22"
"2017-12-13 13:54:23.934961","-368.40","-252.67","-136.94","-136.94","-368.40","-33930.13","-273.15","18.43","18.29","-273.15","18.04","18.21"
"2017-12-13 13:54:28.952358","-252.67","-368.40","-136.94","-136.94","-368.40","-33930.13","-273.15","18.43","18.30","-273.15","18.04","18.21"
"2017-12-13 13:54:33.973924","-252.67","-252.67","-252.67","-136.94","-368.40","-33930.13","-273.15","18.44","18.27","-273.15","18.04","18.24"
"2017-12-13 13:54:38.995284","-252.67","-252.67","-252.67","-136.94","-368.40","-33930.13","-273.15","18.46","18.29","-273.15","18.04","18.27"
"2017-12-13 13:54:44.016827","-252.67","-252.67","-252.67","-136.94","-368.40","-33930.13","-273.15","18.46","18.28","-273.15","18.05","18.25"
"2017-12-13 13:54:49.038267","-252.67","-252.67","-252.67","-136.94","-368.40","-33930.13","-273.15","18.46","18.29","-273.15","18.05","18.23"
"2017-12-13 13:54:54.059516","-368.40","-368.40","-252.67","-136.94","-368.40","-33930.13","-273.15","18.46","18.29","-273.15","18.06","18.25"
"2017-12-13 13:54:58.474902","-368.40","-252.67","-136.94","-136.94","-368.40","-33930.13","-273.15","18.40","18.26","-273.15","18.07","18.29"
