"2017-12-07 10:49:18.045195","[24.65, 24.15, 24.91, 24.82, -273.15]"
"2017-12-07 10:49:24.139487","[24.8, 24.72, 24.07, 23.99, -273.15]"
"2017-12-07 10:49:30.229825","[24.7, 24.84, 24.72, 25.0, -273.15]"
"2017-12-07 10:49:36.312070","[24.72, 24.92, 24.95, 25.03, -273.15]"
"2017-12-07 10:49:42.398223","[24.9, 24.59, 24.9, 24.67, -273.15]"
"2017-12-07 10:49:48.480453","[24.69, 24.85, 24.78, 24.79, -273.15]"
"2017-12-07 10:49:54.562555","[24.83, 25.17, 24.68, 24.71, -273.15]"
"2017-12-07 10:50:00.644784","[24.79, 24.64, 24.61, 24.55, -273.15]"
"2017-12-07 10:50:06.730938","[24.64, 24.78, 24.96, 24.88, -273.15]"
"2017-12-07 10:50:12.813042","[24.88, 24.68, 24.99, 24.83, -273.15]"
"2017-12-07 10:50:18.895289","[24.53, 24.76, 24.53, 24.79, -273.15]"
"2017-12-07 10:50:24.977376","[24.76, 24.74, 24.87, 24.79, -273.15]"
"2017-12-07 10:50:31.063690","[24.62, 25.03, 24.72, 24.57, -273.15]"
