"Date"	"Time"	"Temp1"	"Temp2"	"Temp3"	"Temp4"	"TempExt"
"08/12/2017"	"10:37:06"	"24.4"	"24.93"	"24.71"	"24.7"	"-273.15"
"08/12/2017"	"10:37:11"	"24.86"	"23.92"	"25.2"	"24.95"	"-273.15"
"08/12/2017"	"10:37:17"	"24.63"	"24.84"	"25.24"	"24.86"	"-273.15"
