"2017-12-07 10:51:51.839373","[24.65, 24.91, 24.77, 24.76, -273.15]"
"2017-12-07 10:51:57.389079","[24.47, 24.77, 24.89, 24.68, -273.15]"
"2017-12-07 10:52:02.938781","[24.51, 24.84, 24.76, 24.65, -273.15]"
"2017-12-07 10:52:08.488535","[24.85, 24.69, 24.6, 25.0, -273.15]"
"2017-12-07 10:52:14.038321","[24.6, 24.88, 24.94, 24.27, -273.15]"
"2017-12-07 10:52:19.591944","[24.95, 24.75, 24.69, 24.72, -273.15]"
"2017-12-07 10:52:25.141690","[24.72, 24.83, 24.93, 24.98, -273.15]"
"2017-12-07 10:52:30.695513","[24.52, 25.05, 24.97, 24.76, -273.15]"
"2017-12-07 10:52:36.245242","[24.65, 25.05, 24.73, 24.88, -273.15]"
"2017-12-07 10:52:41.798918","[24.67, 24.96, 24.74, 25.05, -273.15]"
"2017-12-07 10:52:47.352745","[24.74, 24.99, 24.47, 24.79, -273.15]"
"2017-12-07 10:52:52.906567","[25.15, 24.87, 24.97, 24.75, -273.15]"
"2017-12-07 10:52:58.460293","[24.82, 24.68, 25.05, 23.4, -273.15]"
"2017-12-07 10:53:04.014162","[24.87, 25.01, 25.64, 25.11, -273.15]"
"2017-12-07 10:53:09.568004","[24.55, 25.12, 24.93, 26.07, -273.15]"
"2017-12-07 10:53:15.121719","[24.41, 24.83, 24.55, 24.63, -273.15]"
"2017-12-07 10:53:20.675584","[24.78, 24.21, 24.74, 24.71, -273.15]"
"2017-12-07 10:53:26.233467","[24.68, 24.45, 24.89, 24.9, -273.15]"
"2017-12-07 10:53:31.787210","[24.83, 24.61, 24.06, 24.7, -273.15]"
"2017-12-07 10:53:37.341059","[24.79, 24.42, 24.51, 24.64, -273.15]"
"2017-12-07 10:53:42.894799","[24.65, 24.82, 25.06, 23.28, -273.15]"
"2017-12-07 10:53:48.448632","[24.9, 24.66, 24.65, 23.67, -273.15]"
"2017-12-07 10:53:54.002452","[24.71, 24.88, 24.9, 24.9, -273.15]"
"2017-12-07 10:53:59.552042","[24.64, 24.81, 24.8, 24.8, -273.15]"
"2017-12-07 10:54:05.101806","[24.81, 24.72, 24.8, 24.74, -273.15]"
"2017-12-07 10:54:10.655548","[24.78, 24.95, 24.84, 24.76, -273.15]"
"2017-12-07 10:54:16.205301","[24.85, 24.78, 24.7, 24.9, -273.15]"
"2017-12-07 10:54:21.754993","[24.63, 24.76, 24.79, 24.71, -273.15]"
"2017-12-07 10:54:27.304751","[24.79, 24.75, 24.79, 24.77, -273.15]"
"2017-12-07 10:54:32.854344","[24.88, 24.84, 24.64, 24.79, -273.15]"
