"Datetime","probe","T","Err"
"2017-12-13 17:56:39","2","10.1","0.3"
"2017-12-13 17:56:40","3","0.8","0.4"
"2017-12-13 17:56:41","4","0.7","0.46"
"2017-12-13 17:56:42","5","0.4","0.49"
"2017-12-13 17:57:56","1","0.8","0.4"
"2017-12-13 17:57:57","2","10.0","0.0"
"2017-12-13 17:57:58","3","0.8","0.4"
"2017-12-13 17:57:59","4","0.8","0.4"
"2017-12-13 17:58:00","5","0.7","0.64"
"2017-12-13 17:59:14","1","0.9","0.3"
"2017-12-13 17:59:15","2","9.9","0.3"
"2017-12-13 17:59:16","3","0.7","0.46"
"2017-12-13 17:59:17","4","0.9","0.3"
"2017-12-13 17:59:18","5","0.7","0.46"
"2017-12-13 18:00:33","1","1.0","0.45"
"2017-12-13 18:00:34","2","9.9","0.3"
"2017-12-13 18:00:35","3","0.8","0.4"
"2017-12-13 18:00:36","4","0.7","0.46"
"2017-12-13 18:00:37","5","0.5","0.5"
"2017-12-13 18:01:51","1","1.2","0.4"
"2017-12-13 18:01:52","2","9.9","0.54"
"2017-12-13 18:01:53","3","1.1","0.3"
"2017-12-13 18:01:54","4","1.0","0.0"
"2017-12-13 18:01:55","5","0.8","0.6"
"2017-12-13 18:03:09","1","0.9","0.54"
"2017-12-13 18:03:10","2","9.8","0.6"
"2017-12-13 18:03:11","3","0.9","0.54"
"2017-12-13 18:03:12","4","1.1","0.54"
"2017-12-13 18:03:13","5","0.8","0.6"
"2017-12-13 18:04:28","1","0.8","0.4"
"2017-12-13 18:04:29","2","10.1","0.3"
"2017-12-13 18:04:30","3","0.7","0.46"
"2017-12-13 18:04:31","4","0.6","0.49"
"2017-12-13 18:04:32","5","0.7","0.64"
"2017-12-13 18:05:46","1","0.7","0.46"
"2017-12-13 18:05:47","2","9.8","0.4"
"2017-12-13 18:05:48","3","0.4","0.49"
"2017-12-13 18:05:49","4","0.8","0.4"
"2017-12-13 18:05:50","5","0.4","0.49"
"2017-12-13 18:07:04","1","0.5","0.5"
"2017-12-13 18:07:05","2","10.0","0.0"
"2017-12-13 18:07:06","3","0.8","0.6"
"2017-12-13 18:07:07","4","0.9","0.3"
"2017-12-13 18:07:08","5","0.6","0.49"
"2017-12-13 18:08:23","1","0.8","0.4"
"2017-12-13 18:08:24","2","10.0","0.45"
"2017-12-13 18:08:25","3","0.6","0.49"
"2017-12-13 18:08:26","4","0.8","0.4"
"2017-12-13 18:08:27","5","0.6","0.49"
"2017-12-13 18:09:41","1","0.8","0.6"
"2017-12-13 18:09:42","2","10.0","0.45"
"2017-12-13 18:09:43","3","0.8","0.6"
"2017-12-13 18:09:44","4","1.0","0.63"
"2017-12-13 18:09:45","5","0.4","0.49"
"2017-12-13 18:10:59","1","1.0","0.77"
"2017-12-13 18:11:00","2","10.1","0.3"
"2017-12-13 18:11:01","3","0.7","0.46"
"2017-12-13 18:11:02","4","0.6","0.49"
"2017-12-13 18:11:03","5","0.3","0.46"
"2017-12-13 18:12:17","1","0.9","0.3"
"2017-12-13 18:12:18","2","10.3","0.46"
"2017-12-13 18:12:19","3","0.9","0.3"
"2017-12-13 18:12:21","4","1.0","0.45"
"2017-12-13 18:12:22","5","0.7","0.46"
"2017-12-13 18:13:36","1","0.7","0.46"
"2017-12-13 18:13:37","2","9.9","0.3"
"2017-12-13 18:13:38","3","0.8","0.4"
"2017-12-13 18:13:39","4","0.7","0.46"
"2017-12-13 18:13:40","5","0.6","0.49"
"2017-12-13 18:14:54","1","0.9","0.3"
"2017-12-13 18:14:55","2","10.2","0.4"
"2017-12-13 18:14:56","3","1.0","0.0"
"2017-12-13 18:14:57","4","0.6","0.49"
"2017-12-13 18:14:58","5","0.7","0.46"
"2017-12-13 18:16:12","1","0.7","0.46"
"2017-12-13 18:16:13","2","10.1","0.3"
"2017-12-13 18:16:14","3","0.6","0.49"
"2017-12-13 18:16:15","4","0.8","0.6"
"2017-12-13 18:16:16","5","0.8","0.4"
"2017-12-13 18:17:31","1","0.8","0.4"
"2017-12-13 18:17:32","2","10.0","0.45"
"2017-12-13 18:17:33","3","0.7","0.46"
"2017-12-13 18:17:34","4","0.9","0.3"
"2017-12-13 18:17:35","5","0.6","0.66"
"2017-12-13 18:18:49","1","0.7","0.46"
"2017-12-13 18:18:50","2","10.1","0.3"
"2017-12-13 18:18:51","3","0.6","0.49"
"2017-12-13 18:18:52","4","0.8","0.4"
"2017-12-13 18:18:53","5","0.4","0.49"
"2017-12-13 18:20:07","1","1.1","0.7"
"2017-12-13 18:20:08","2","10.4","0.49"
"2017-12-13 18:20:09","3","1.0","0.45"
"2017-12-13 18:20:10","4","1.1","0.3"
"2017-12-13 18:20:11","5","0.5","0.5"
"2017-12-13 18:21:26","1","1.0","0.0"
"2017-12-13 18:21:27","2","10.0","0.0"
"2017-12-13 18:21:28","3","0.6","0.49"
"2017-12-13 18:21:29","4","1.1","0.54"
"2017-12-13 18:21:30","5","0.6","0.49"
"2017-12-13 18:22:44","1","1.2","0.4"
"2017-12-13 18:22:45","2","10.2","0.4"
"2017-12-13 18:22:46","3","0.9","0.3"
"2017-12-13 18:22:47","4","0.8","0.4"
"2017-12-13 18:22:48","5","0.4","0.49"
"2017-12-13 18:24:02","1","1.1","0.54"
"2017-12-13 18:24:03","2","10.1","0.54"
"2017-12-13 18:24:04","3","1.0","0.45"
"2017-12-13 18:24:05","4","0.8","0.4"
"2017-12-13 18:24:06","5","0.8","0.6"
"2017-12-13 18:25:21","1","0.9","0.54"
"2017-12-13 18:25:22","2","10.3","0.46"
"2017-12-13 18:25:23","3","0.8","0.4"
"2017-12-13 18:25:24","4","0.9","0.3"
"2017-12-13 18:25:25","5","0.9","0.3"
"2017-12-13 18:26:39","1","0.9","0.3"
"2017-12-13 18:26:40","2","9.9","0.3"
"2017-12-13 18:26:41","3","0.9","0.3"
"2017-12-13 18:26:42","4","1.1","0.54"
"2017-12-13 18:26:43","5","0.6","0.49"
"2017-12-13 18:27:57","1","0.8","0.4"
"2017-12-13 18:27:58","2","9.9","0.3"
"2017-12-13 18:27:59","3","0.9","0.3"
"2017-12-13 18:28:00","4","0.8","0.4"
"2017-12-13 18:28:01","5","0.6","0.49"
"2017-12-13 18:29:16","1","0.9","0.54"
"2017-12-13 18:29:17","2","10.0","0.0"
"2017-12-13 18:29:18","3","0.9","0.3"
"2017-12-13 18:29:19","4","0.9","0.3"
"2017-12-13 18:29:20","5","0.4","0.49"
"2017-12-13 18:30:34","1","1.0","0.63"
"2017-12-13 18:30:35","2","10.2","0.4"
"2017-12-13 18:30:36","3","0.8","0.6"
"2017-12-13 18:30:37","4","0.7","0.46"
"2017-12-13 18:30:38","5","0.5","0.5"
"2017-12-13 18:31:52","1","0.9","0.3"
"2017-12-13 18:31:53","2","10.2","0.6"
"2017-12-13 18:31:54","3","0.9","0.3"
"2017-12-13 18:31:55","4","1.1","0.54"
"2017-12-13 18:31:56","5","0.7","0.46"
"2017-12-13 18:36:10","1","1.2","0.4"
"2017-12-13 18:36:11","2","10.1","0.3"
"2017-12-13 18:36:12","3","1.0","0.45"
"2017-12-13 18:36:13","4","0.9","0.54"
"2017-12-13 18:36:14","5","0.8","0.4"
"2017-12-13 18:37:28","1","0.6","0.49"
"2017-12-13 18:37:29","2","10.0","0.0"
"2017-12-13 18:37:30","3","0.8","0.4"
"2017-12-13 18:37:31","4","0.8","0.4"
"2017-12-13 18:37:32","5","0.8","0.6"
"2017-12-13 18:38:46","1","0.9","0.3"
"2017-12-13 18:38:47","2","10.4","0.49"
"2017-12-13 18:38:48","3","0.7","0.46"
"2017-12-13 18:38:50","4","0.9","0.54"
"2017-12-13 18:38:51","5","1.1","0.54"
"2017-12-13 18:40:05","1","0.8","0.4"
"2017-12-13 18:40:06","2","9.8","0.6"
"2017-12-13 18:40:07","3","0.9","0.3"
"2017-12-13 18:40:08","4","1.0","0.45"
"2017-12-13 18:40:09","5","0.8","0.4"
"2017-12-13 18:41:23","1","1.1","0.3"
"2017-12-13 18:41:24","2","10.2","0.6"
"2017-12-13 18:41:25","3","1.0","0.0"
"2017-12-13 18:41:26","4","1.0","0.0"
"2017-12-13 18:41:27","5","0.6","0.49"
"2017-12-13 18:42:41","1","1.0","0.45"
"2017-12-13 18:42:42","2","10.2","0.4"
"2017-12-13 18:42:43","3","1.0","0.63"
"2017-12-13 18:42:44","4","0.8","0.6"
"2017-12-13 18:42:45","5","0.7","0.46"
"2017-12-13 18:44:00","1","1.1","0.54"
"2017-12-13 18:44:01","2","10.3","0.46"
"2017-12-13 18:44:02","3","0.7","0.46"
"2017-12-13 18:44:03","4","1.0","0.45"
"2017-12-13 18:44:04","5","0.5","0.5"
"2017-12-13 18:45:18","1","1.0","0.0"
"2017-12-13 18:45:19","2","10.4","0.49"
"2017-12-13 18:45:20","3","0.9","0.3"
"2017-12-13 18:45:21","4","0.9","0.54"
"2017-12-13 18:45:22","5","0.8","0.4"
"2017-12-13 18:46:36","1","0.8","0.4"
"2017-12-13 18:46:37","2","10.0","0.0"
"2017-12-13 18:46:38","3","0.9","0.54"
"2017-12-13 18:46:39","4","0.9","0.54"
"2017-12-13 18:46:40","5","0.7","0.64"
"2017-12-13 18:47:55","1","0.7","0.46"
"2017-12-13 18:47:56","2","10.2","0.4"
"2017-12-13 18:47:57","3","1.1","0.7"
"2017-12-13 18:47:58","4","1.0","0.0"
"2017-12-13 18:47:59","5","0.7","0.46"
"2017-12-13 18:49:13","1","1.2","0.6"
"2017-12-13 18:49:14","2","10.2","0.6"
"2017-12-13 18:49:15","3","0.8","0.4"
"2017-12-13 18:49:16","4","0.7","0.64"
"2017-12-13 18:49:17","5","0.5","0.5"
"2017-12-13 18:50:31","1","1.2","0.4"
"2017-12-13 18:50:32","2","10.0","0.45"
"2017-12-13 18:50:33","3","0.9","0.3"
"2017-12-13 18:50:34","4","0.9","0.3"
"2017-12-13 18:50:35","5","0.7","0.46"
"2017-12-13 18:51:50","1","1.0","0.0"
"2017-12-13 18:51:51","2","10.4","0.49"
"2017-12-13 18:51:52","3","0.8","0.4"
"2017-12-13 18:51:53","4","1.1","0.3"
"2017-12-13 18:51:54","5","0.9","0.54"
"2017-12-13 18:53:08","1","0.8","0.4"
"2017-12-13 18:53:09","2","10.3","0.46"
"2017-12-13 18:53:10","3","0.9","0.7"
"2017-12-13 18:53:11","4","1.0","0.45"
"2017-12-13 18:53:12","5","0.8","0.6"
"2017-12-13 18:54:26","1","1.0","0.0"
"2017-12-13 18:54:27","2","10.3","0.46"
"2017-12-13 18:54:28","3","1.0","0.45"
"2017-12-13 18:54:29","4","1.0","0.0"
"2017-12-13 18:54:30","5","0.3","0.46"
