"Datetime","probe","T","Err"
"2017-12-13 18:16:29","5","0.9","0.3"
"2017-12-13 18:17:43","1","0.5","0.5"
"2017-12-13 18:17:44","2","1.1","0.3"
"2017-12-13 18:17:45","3","1.0","0.77"
"2017-12-13 18:17:46","4","0.0","0.0"
"2017-12-13 18:17:47","5","1.1","0.3"
"2017-12-13 18:19:01","1","0.7","0.46"
"2017-12-13 18:19:02","2","1.0","0.0"
"2017-12-13 18:19:03","3","1.2","0.4"
"2017-12-13 18:19:04","4","0.0","0.0"
"2017-12-13 18:19:05","5","1.1","0.54"
"2017-12-13 18:20:19","1","0.6","0.49"
"2017-12-13 18:20:21","2","1.0","0.0"
"2017-12-13 18:20:22","3","0.9","0.3"
"2017-12-13 18:20:23","4","0.0","0.0"
"2017-12-13 18:20:24","5","0.9","0.54"
"2017-12-13 18:21:38","1","0.9","0.54"
"2017-12-13 18:21:39","2","1.1","0.3"
"2017-12-13 18:21:40","3","1.0","0.45"
"2017-12-13 18:21:41","4","0.0","0.0"
"2017-12-13 18:21:42","5","1.1","0.3"
"2017-12-13 18:22:56","1","0.8","0.4"
"2017-12-13 18:22:57","2","1.0","0.45"
"2017-12-13 18:22:58","3","0.8","0.75"
"2017-12-13 18:22:59","4","0.0","0.0"
"2017-12-13 18:23:00","5","0.9","0.54"
"2017-12-13 18:24:14","1","0.5","0.5"
"2017-12-13 18:24:15","2","1.0","0.45"
"2017-12-13 18:24:16","3","1.2","0.6"
"2017-12-13 18:24:17","4","0.0","0.0"
"2017-12-13 18:24:18","5","1.0","0.45"
"2017-12-13 18:25:33","1","0.5","0.5"
"2017-12-13 18:25:34","2","1.1","0.3"
"2017-12-13 18:25:35","3","0.8","0.6"
"2017-12-13 18:25:36","4","0.0","0.0"
"2017-12-13 18:25:37","5","0.8","0.6"
"2017-12-13 18:26:51","1","0.7","0.46"
"2017-12-13 18:26:52","2","1.1","0.54"
"2017-12-13 18:26:53","3","0.8","0.4"
"2017-12-13 18:26:54","4","0.0","0.0"
"2017-12-13 18:26:55","5","0.8","0.4"
"2017-12-13 18:28:09","1","0.8","0.4"
"2017-12-13 18:28:10","2","1.0","0.63"
"2017-12-13 18:28:11","3","1.1","0.3"
"2017-12-13 18:28:12","4","-0.1","0.3"
"2017-12-13 18:28:13","5","0.8","0.4"
"2017-12-13 18:29:28","1","0.7","0.46"
"2017-12-13 18:29:29","2","1.0","0.45"
"2017-12-13 18:29:30","3","1.3","0.46"
"2017-12-13 18:29:31","4","0.1","0.3"
"2017-12-13 18:29:32","5","0.8","0.4"
"2017-12-13 18:30:46","1","0.9","0.3"
"2017-12-13 18:30:47","2","0.9","0.3"
"2017-12-13 18:30:48","3","1.0","0.0"
"2017-12-13 18:30:49","4","0.0","0.0"
"2017-12-13 18:30:50","5","1.2","0.4"
"2017-12-13 18:32:04","1","1.0","0.0"
"2017-12-13 18:32:05","2","1.0","0.45"
"2017-12-13 18:32:06","3","1.1","0.3"
"2017-12-13 18:32:07","4","-0.1","0.3"
"2017-12-13 18:32:08","5","0.8","0.4"
"2017-12-13 18:36:22","1","0.4","0.49"
"2017-12-13 18:36:23","2","1.1","0.3"
"2017-12-13 18:36:24","3","1.2","0.4"
"2017-12-13 18:36:25","4","0.0","0.0"
"2017-12-13 18:36:26","5","1.2","0.4"
"2017-12-13 18:37:40","1","0.8","0.4"
"2017-12-13 18:37:41","2","1.1","0.54"
"2017-12-13 18:37:42","3","1.0","0.45"
"2017-12-13 18:37:43","4","0.0","0.0"
"2017-12-13 18:37:44","5","0.9","0.3"
"2017-12-13 18:38:59","1","0.9","0.54"
"2017-12-13 18:39:00","2","1.1","0.3"
"2017-12-13 18:39:01","3","1.2","0.4"
"2017-12-13 18:39:02","4","0.0","0.0"
"2017-12-13 18:39:03","5","1.1","0.54"
"2017-12-13 18:40:17","1","0.8","0.4"
"2017-12-13 18:40:18","2","0.9","0.3"
"2017-12-13 18:40:19","3","0.9","0.3"
"2017-12-13 18:40:20","4","0.0","0.0"
"2017-12-13 18:40:21","5","0.9","0.54"
"2017-12-13 18:41:35","1","0.7","0.46"
"2017-12-13 18:41:36","2","0.8","0.4"
"2017-12-13 18:41:37","3","1.1","0.3"
"2017-12-13 18:41:38","4","0.0","0.0"
"2017-12-13 18:41:39","5","0.7","0.46"
"2017-12-13 18:42:54","1","1.0","0.45"
"2017-12-13 18:42:55","2","1.1","0.3"
"2017-12-13 18:42:56","3","1.2","0.6"
"2017-12-13 18:42:57","4","-0.2","0.6"
"2017-12-13 18:42:58","5","1.0","0.0"
"2017-12-13 18:44:12","1","0.7","0.46"
"2017-12-13 18:44:13","2","1.3","0.46"
"2017-12-13 18:44:14","3","0.7","0.46"
"2017-12-13 18:44:15","4","0.0","0.0"
"2017-12-13 18:44:16","5","1.1","0.3"
"2017-12-13 18:45:30","1","0.7","0.64"
"2017-12-13 18:45:31","2","0.9","0.7"
"2017-12-13 18:45:32","3","1.2","0.4"
"2017-12-13 18:45:33","4","0.0","0.0"
"2017-12-13 18:45:34","5","1.0","0.0"
"2017-12-13 18:46:48","1","1.0","0.0"
"2017-12-13 18:46:50","2","1.3","0.46"
"2017-12-13 18:46:51","3","1.2","0.4"
"2017-12-13 18:46:52","4","0.0","0.0"
"2017-12-13 18:46:53","5","1.0","0.45"
"2017-12-13 18:48:07","1","0.9","0.3"
"2017-12-13 18:48:08","2","1.2","0.4"
"2017-12-13 18:48:09","3","0.9","0.3"
"2017-12-13 18:48:10","4","-0.1","0.3"
"2017-12-13 18:48:11","5","1.1","0.54"
"2017-12-13 18:49:25","1","0.9","0.3"
"2017-12-13 18:49:26","2","1.1","0.3"
"2017-12-13 18:49:27","3","1.0","0.45"
"2017-12-13 18:49:28","4","0.0","0.0"
"2017-12-13 18:49:29","5","0.9","0.54"
"2017-12-13 18:50:43","1","0.8","0.4"
"2017-12-13 18:50:44","2","1.1","0.54"
"2017-12-13 18:50:45","3","1.2","0.4"
"2017-12-13 18:50:46","4","0.0","0.0"
"2017-12-13 18:50:48","5","0.8","0.4"
"2017-12-13 18:52:02","1","0.9","0.54"
"2017-12-13 18:52:03","2","1.1","0.3"
"2017-12-13 18:52:04","3","1.3","0.46"
"2017-12-13 18:52:05","4","0.0","0.0"
"2017-12-13 18:52:06","5","1.2","0.6"
"2017-12-13 18:53:20","1","0.8","0.4"
"2017-12-13 18:53:21","2","1.2","0.4"
"2017-12-13 18:53:22","3","1.1","0.54"
"2017-12-13 18:53:23","4","0.1","0.3"
"2017-12-13 18:53:24","5","1.0","0.45"
"2017-12-13 18:54:38","1","0.8","0.4"
"2017-12-13 18:54:39","2","1.0","0.45"
"2017-12-13 18:54:40","3","0.8","0.4"
"2017-12-13 18:54:41","4","0.0","0.0"
"2017-12-13 18:54:42","5","1.2","0.4"
