"Datetime","probe","T","Err"
"2017-12-13 18:12:14","4","3.7","0.46"
"2017-12-13 18:12:15","5","0.9","0.54"
"2017-12-13 18:13:30","1","1.5","0.5"
"2017-12-13 18:13:31","2","0.0","0.0"
"2017-12-13 18:13:32","3","0.9","0.3"
"2017-12-13 18:13:33","4","3.7","0.46"
"2017-12-13 18:13:34","5","1.2","0.4"
"2017-12-13 18:14:48","1","1.7","0.46"
"2017-12-13 18:14:49","2","0.0","0.0"
"2017-12-13 18:14:50","3","0.7","0.46"
"2017-12-13 18:14:51","4","3.3","0.46"
"2017-12-13 18:14:52","5","0.9","0.3"
"2017-12-13 18:16:06","1","1.7","0.46"
"2017-12-13 18:16:07","2","0.0","0.0"
"2017-12-13 18:16:08","3","0.9","0.3"
"2017-12-13 18:16:09","4","3.6","0.49"
"2017-12-13 18:16:10","5","0.8","0.4"
"2017-12-13 18:17:25","1","1.4","0.49"
"2017-12-13 18:17:26","2","0.0","0.0"
"2017-12-13 18:17:27","3","1.0","0.0"
"2017-12-13 18:17:28","4","3.3","0.46"
"2017-12-13 18:17:29","5","1.1","0.3"
"2017-12-13 18:18:43","1","1.7","0.46"
"2017-12-13 18:18:44","2","0.0","0.45"
"2017-12-13 18:18:45","3","0.6","0.49"
"2017-12-13 18:18:46","4","3.4","0.49"
"2017-12-13 18:18:47","5","0.9","0.3"
"2017-12-13 18:20:01","1","1.5","0.5"
"2017-12-13 18:20:02","2","0.0","0.0"
"2017-12-13 18:20:03","3","1.0","0.0"
"2017-12-13 18:20:04","4","3.8","0.4"
"2017-12-13 18:20:05","5","1.1","0.3"
"2017-12-13 18:21:20","1","1.4","0.49"
"2017-12-13 18:21:21","2","0.0","0.0"
"2017-12-13 18:21:22","3","0.6","0.49"
"2017-12-13 18:21:23","4","3.8","0.4"
"2017-12-13 18:21:24","5","0.8","0.4"
"2017-12-13 18:22:38","1","1.4","0.49"
"2017-12-13 18:22:39","2","0.0","0.0"
"2017-12-13 18:22:40","3","0.9","0.3"
"2017-12-13 18:22:41","4","3.4","0.49"
"2017-12-13 18:22:42","5","1.0","0.45"
"2017-12-13 18:23:56","1","1.5","0.5"
"2017-12-13 18:23:57","2","0.0","0.0"
"2017-12-13 18:23:58","3","0.9","0.3"
"2017-12-13 18:23:59","4","3.1","0.3"
"2017-12-13 18:24:00","5","1.2","0.4"
"2017-12-13 18:25:15","1","1.7","0.46"
"2017-12-13 18:25:16","2","-0.1","0.3"
"2017-12-13 18:25:17","3","1.0","0.0"
"2017-12-13 18:25:18","4","3.4","0.49"
"2017-12-13 18:25:19","5","0.8","0.4"
"2017-12-13 18:26:33","1","1.5","0.5"
"2017-12-13 18:26:34","2","0.0","0.0"
"2017-12-13 18:26:35","3","0.7","0.46"
"2017-12-13 18:26:36","4","3.6","0.49"
"2017-12-13 18:26:37","5","1.0","0.45"
"2017-12-13 18:27:51","1","1.7","0.46"
"2017-12-13 18:27:52","2","0.0","0.0"
"2017-12-13 18:27:53","3","0.7","0.46"
"2017-12-13 18:27:54","4","3.4","0.49"
"2017-12-13 18:27:55","5","0.8","0.4"
"2017-12-13 18:29:10","1","1.9","0.3"
"2017-12-13 18:29:11","2","-0.1","0.3"
"2017-12-13 18:29:12","3","0.3","0.46"
"2017-12-13 18:29:13","4","3.9","0.3"
"2017-12-13 18:29:14","5","0.9","0.3"
"2017-12-13 18:30:28","1","2.1","0.7"
"2017-12-13 18:30:29","2","0.0","0.0"
"2017-12-13 18:30:30","3","0.3","0.46"
"2017-12-13 18:30:31","4","3.8","0.4"
"2017-12-13 18:30:32","5","0.7","0.64"
"2017-12-13 18:31:46","1","1.8","0.4"
"2017-12-13 18:31:47","2","0.0","0.0"
"2017-12-13 18:31:48","3","0.1","0.3"
"2017-12-13 18:31:49","4","3.8","0.4"
"2017-12-13 18:31:50","5","1.0","0.45"
"2017-12-13 18:36:04","1","2.0","0.0"
"2017-12-13 18:36:05","2","0.1","0.3"
"2017-12-13 18:36:06","3","0.1","0.3"
"2017-12-13 18:36:07","4","3.5","0.5"
"2017-12-13 18:36:08","5","0.8","0.4"
"2017-12-13 18:37:22","1","2.0","0.45"
"2017-12-13 18:37:23","2","0.1","0.3"
"2017-12-13 18:37:24","3","0.3","0.46"
"2017-12-13 18:37:25","4","3.9","0.54"
"2017-12-13 18:37:26","5","0.8","0.4"
"2017-12-13 18:38:40","1","1.5","0.5"
"2017-12-13 18:38:41","2","0.1","0.3"
"2017-12-13 18:38:42","3","0.0","0.0"
"2017-12-13 18:38:43","4","3.9","0.3"
"2017-12-13 18:38:44","5","1.0","0.0"
"2017-12-13 18:39:59","1","1.7","0.46"
"2017-12-13 18:40:00","2","0.0","0.0"
"2017-12-13 18:40:01","3","0.1","0.3"
"2017-12-13 18:40:02","4","3.7","0.46"
"2017-12-13 18:40:03","5","1.2","0.4"
"2017-12-13 18:41:17","1","1.9","0.3"
"2017-12-13 18:41:18","2","0.0","0.0"
"2017-12-13 18:41:19","3","0.0","0.0"
"2017-12-13 18:41:20","4","3.5","0.67"
"2017-12-13 18:41:21","5","1.1","0.3"
"2017-12-13 18:42:35","1","2.1","0.3"
"2017-12-13 18:42:36","2","0.0","0.0"
"2017-12-13 18:42:37","3","0.1","0.3"
"2017-12-13 18:42:38","4","3.9","0.54"
"2017-12-13 18:42:39","5","1.5","0.5"
"2017-12-13 18:43:54","1","1.6","0.49"
"2017-12-13 18:43:55","2","0.0","0.0"
"2017-12-13 18:43:56","3","0.0","0.0"
"2017-12-13 18:43:57","4","3.8","0.6"
"2017-12-13 18:43:58","5","1.4","0.49"
"2017-12-13 18:45:12","1","1.8","0.4"
"2017-12-13 18:45:13","2","0.0","0.0"
"2017-12-13 18:45:14","3","0.1","0.3"
"2017-12-13 18:45:15","4","3.8","0.4"
"2017-12-13 18:45:16","5","1.2","0.75"
"2017-12-13 18:46:30","1","1.8","0.4"
"2017-12-13 18:46:31","2","0.0","0.0"
"2017-12-13 18:46:32","3","0.2","0.4"
"2017-12-13 18:46:33","4","3.5","0.5"
"2017-12-13 18:46:34","5","1.3","0.64"
"2017-12-13 18:47:49","1","1.7","0.46"
"2017-12-13 18:47:50","2","0.0","0.0"
"2017-12-13 18:47:51","3","0.3","0.46"
"2017-12-13 18:47:52","4","3.5","0.5"
"2017-12-13 18:47:53","5","1.0","0.45"
"2017-12-13 18:49:07","1","1.8","0.4"
"2017-12-13 18:49:08","2","0.0","0.0"
"2017-12-13 18:49:09","3","0.5","0.5"
"2017-12-13 18:49:10","4","3.7","0.46"
"2017-12-13 18:49:11","5","1.0","0.0"
"2017-12-13 18:50:25","1","2.0","0.45"
"2017-12-13 18:50:26","2","0.0","0.0"
"2017-12-13 18:50:27","3","0.5","0.5"
"2017-12-13 18:50:28","4","3.7","0.46"
"2017-12-13 18:50:29","5","1.1","0.54"
"2017-12-13 18:51:44","1","1.9","0.3"
"2017-12-13 18:51:45","2","0.0","0.0"
"2017-12-13 18:51:46","3","0.2","0.4"
"2017-12-13 18:51:47","4","3.7","0.64"
"2017-12-13 18:51:48","5","1.1","0.3"
"2017-12-13 18:53:02","1","2.0","0.63"
"2017-12-13 18:53:03","2","0.0","0.0"
"2017-12-13 18:53:04","3","0.2","0.4"
"2017-12-13 18:53:05","4","3.7","0.46"
"2017-12-13 18:53:06","5","1.0","0.0"
"2017-12-13 18:54:20","1","1.7","0.64"
"2017-12-13 18:54:21","2","0.2","0.4"
"2017-12-13 18:54:22","3","0.5","0.5"
"2017-12-13 18:54:23","4","3.9","0.54"
"2017-12-13 18:54:24","5","0.9","0.3"
