"Datetime","probe","T","Err"
"2017-12-13 17:35:52","2","2.9","0.3"
"2017-12-13 17:35:53","3","1.3","0.46"
"2017-12-13 17:35:54","4","1.0","0.0"
"2017-12-13 17:35:55","5","2.7","0.64"
"2017-12-13 17:37:09","1","8.7","0.46"
"2017-12-13 17:37:10","2","2.3","0.46"
"2017-12-13 17:37:11","3","1.7","0.46"
"2017-12-13 17:37:12","4","0.9","0.3"
"2017-12-13 17:37:13","5","3.0","0.0"
"2017-12-13 17:38:27","1","8.4","0.49"
"2017-12-13 17:38:28","2","3.9","1.7"
"2017-12-13 17:38:29","3","1.4","0.49"
"2017-12-13 17:38:30","4","0.8","0.4"
"2017-12-13 17:38:31","5","3.1","0.3"
"2017-12-13 17:39:46","1","8.3","0.46"
"2017-12-13 17:39:47","2","2.7","0.46"
"2017-12-13 17:39:48","3","1.2","0.4"
"2017-12-13 17:39:49","4","0.8","0.6"
"2017-12-13 17:39:50","5","3.1","0.3"
"2017-12-13 17:41:04","1","8.4","0.49"
"2017-12-13 17:41:05","2","3.6","0.49"
"2017-12-13 17:41:06","3","1.5","0.5"
"2017-12-13 17:41:07","4","1.0","0.0"
"2017-12-13 17:41:08","5","3.0","0.0"
"2017-12-13 17:42:22","1","8.1","0.54"
"2017-12-13 17:42:23","2","1.4","0.49"
"2017-12-13 17:42:24","3","1.5","0.5"
"2017-12-13 17:42:25","4","0.9","0.54"
"2017-12-13 17:42:26","5","2.9","0.54"
"2017-12-13 17:43:41","1","8.8","0.4"
"2017-12-13 17:43:42","2","1.6","0.66"
"2017-12-13 17:43:43","3","1.7","0.46"
"2017-12-13 17:43:44","4","1.0","0.63"
"2017-12-13 17:43:45","5","3.0","0.45"
"2017-12-13 17:44:59","1","8.7","0.46"
"2017-12-13 17:45:00","2","1.3","0.46"
"2017-12-13 17:45:01","3","1.4","0.49"
"2017-12-13 17:45:02","4","0.7","0.46"
"2017-12-13 17:45:03","5","2.9","0.54"
"2017-12-13 17:46:17","1","8.8","0.4"
"2017-12-13 17:46:18","2","5.1","0.3"
"2017-12-13 17:46:19","3","1.7","0.46"
"2017-12-13 17:46:20","4","1.0","0.45"
"2017-12-13 17:46:21","5","3.0","0.45"
"2017-12-13 17:47:35","1","8.7","0.46"
"2017-12-13 17:47:36","2","4.5","0.5"
"2017-12-13 17:47:37","3","1.4","0.49"
"2017-12-13 17:47:38","4","1.0","0.0"
"2017-12-13 17:47:39","5","3.0","0.0"
"2017-12-13 17:48:54","1","8.6","0.49"
"2017-12-13 17:48:55","2","5.8","0.4"
"2017-12-13 17:48:56","3","1.5","0.5"
"2017-12-13 17:48:57","4","0.8","0.6"
"2017-12-13 17:48:58","5","2.9","0.3"
"2017-12-13 17:50:12","1","8.5","0.5"
"2017-12-13 17:50:13","2","7.4","0.49"
"2017-12-13 17:50:14","3","1.3","0.46"
"2017-12-13 17:50:15","4","1.1","0.3"
"2017-12-13 17:50:16","5","3.1","0.3"
"2017-12-13 17:51:30","1","8.7","0.46"
"2017-12-13 17:51:31","2","4.3","1.19"
"2017-12-13 17:51:32","3","1.5","0.5"
"2017-12-13 17:51:33","4","1.2","0.4"
"2017-12-13 17:51:34","5","3.2","0.4"
"2017-12-13 17:52:49","1","8.7","0.46"
"2017-12-13 17:52:50","2","3.5","1.28"
"2017-12-13 17:52:51","3","1.7","0.46"
"2017-12-13 17:52:52","4","1.2","0.6"
"2017-12-13 17:52:53","5","2.9","0.54"
"2017-12-13 17:54:07","1","8.5","0.5"
"2017-12-13 17:54:08","2","1.8","0.6"
"2017-12-13 17:54:09","3","1.2","0.4"
"2017-12-13 17:54:10","4","1.1","0.3"
"2017-12-13 17:54:11","5","3.1","0.3"
"2017-12-13 17:55:25","1","8.5","0.5"
"2017-12-13 17:55:26","2","4.8","0.75"
"2017-12-13 17:55:27","3","1.5","0.5"
"2017-12-13 17:55:28","4","0.7","0.46"
"2017-12-13 17:55:29","5","3.1","0.3"
"2017-12-13 17:56:44","1","8.5","0.5"
"2017-12-13 17:56:45","2","1.8","0.4"
"2017-12-13 17:56:46","3","1.3","0.46"
"2017-12-13 17:56:47","4","1.0","0.45"
"2017-12-13 17:56:48","5","3.0","0.0"
"2017-12-13 17:58:02","1","8.7","0.46"
"2017-12-13 17:58:03","2","4.3","0.46"
"2017-12-13 17:58:04","3","1.7","0.46"
"2017-12-13 17:58:05","4","1.2","0.6"
"2017-12-13 17:58:06","5","2.8","0.4"
"2017-12-13 17:59:20","1","9.0","0.45"
"2017-12-13 17:59:21","2","5.3","0.46"
"2017-12-13 17:59:22","3","1.6","0.49"
"2017-12-13 17:59:23","4","1.5","0.5"
"2017-12-13 17:59:24","5","2.9","0.3"
"2017-12-13 18:00:39","1","8.5","0.5"
"2017-12-13 18:00:40","2","1.8","0.4"
"2017-12-13 18:00:41","3","1.5","0.5"
"2017-12-13 18:00:42","4","1.3","0.46"
"2017-12-13 18:00:43","5","3.1","0.3"
"2017-12-13 18:01:57","1","8.8","0.4"
"2017-12-13 18:01:58","2","1.3","0.46"
"2017-12-13 18:01:59","3","1.4","0.49"
"2017-12-13 18:02:00","4","0.9","0.3"
"2017-12-13 18:02:01","5","3.1","0.3"
"2017-12-13 18:03:15","1","8.5","0.5"
"2017-12-13 18:03:16","2","4.3","1.1"
"2017-12-13 18:03:17","3","1.5","0.5"
"2017-12-13 18:03:18","4","0.9","0.3"
"2017-12-13 18:03:19","5","3.1","0.54"
"2017-12-13 18:04:34","1","8.7","0.46"
"2017-12-13 18:04:35","2","5.3","0.78"
"2017-12-13 18:04:36","3","1.6","0.49"
"2017-12-13 18:04:37","4","1.0","0.45"
"2017-12-13 18:04:38","5","3.0","0.0"
"2017-12-13 18:05:52","1","8.6","0.49"
"2017-12-13 18:05:53","2","8.2","0.4"
"2017-12-13 18:05:54","3","1.2","0.4"
"2017-12-13 18:05:55","4","0.9","0.3"
"2017-12-13 18:05:56","5","3.2","0.4"
"2017-12-13 18:07:10","1","8.8","0.4"
"2017-12-13 18:07:11","2","8.6","0.49"
"2017-12-13 18:07:12","3","1.4","0.49"
"2017-12-13 18:07:13","4","0.7","0.46"
"2017-12-13 18:07:14","5","3.3","0.46"
"2017-12-13 18:08:29","1","8.6","0.49"
"2017-12-13 18:08:30","2","9.0","0.45"
"2017-12-13 18:08:31","3","1.6","0.49"
"2017-12-13 18:08:32","4","1.0","0.45"
"2017-12-13 18:08:33","5","3.1","0.54"
"2017-12-13 18:09:47","1","8.7","0.46"
"2017-12-13 18:09:48","2","9.3","0.64"
"2017-12-13 18:09:49","3","1.6","0.49"
"2017-12-13 18:09:50","4","1.0","0.45"
"2017-12-13 18:09:51","5","3.0","0.0"
"2017-12-13 18:11:05","1","8.7","0.64"
"2017-12-13 18:11:06","2","6.8","0.4"
"2017-12-13 18:11:07","3","1.5","0.67"
"2017-12-13 18:11:08","4","0.9","0.54"
"2017-12-13 18:11:09","5","3.1","0.54"
"2017-12-13 18:12:24","1","8.8","0.4"
"2017-12-13 18:12:25","2","8.1","0.3"
"2017-12-13 18:12:26","3","1.6","0.49"
"2017-12-13 18:12:27","4","1.1","0.3"
"2017-12-13 18:12:28","5","3.0","0.0"
"2017-12-13 18:13:42","1","8.6","0.49"
"2017-12-13 18:13:43","2","8.2","0.4"
"2017-12-13 18:13:44","3","1.5","0.5"
"2017-12-13 18:13:45","4","1.1","0.3"
"2017-12-13 18:13:46","5","3.2","0.4"
"2017-12-13 18:15:00","1","8.7","0.46"
"2017-12-13 18:15:01","2","7.0","0.45"
"2017-12-13 18:15:02","3","1.6","0.49"
"2017-12-13 18:15:03","4","1.3","0.46"
"2017-12-13 18:15:04","5","3.2","0.4"
"2017-12-13 18:16:18","1","8.6","0.49"
"2017-12-13 18:16:19","2","7.6","0.49"
"2017-12-13 18:16:20","3","1.4","0.49"
"2017-12-13 18:16:22","4","1.2","0.4"
"2017-12-13 18:16:23","5","3.3","0.46"
"2017-12-13 18:17:37","1","8.9","0.3"
"2017-12-13 18:17:38","2","1.0","0.0"
"2017-12-13 18:17:39","3","1.4","0.49"
"2017-12-13 18:17:40","4","1.2","0.4"
"2017-12-13 18:17:41","5","3.3","0.46"
"2017-12-13 18:18:55","1","8.7","0.46"
"2017-12-13 18:18:56","2","1.3","0.46"
"2017-12-13 18:18:57","3","1.5","0.5"
"2017-12-13 18:18:58","4","1.3","0.46"
"2017-12-13 18:18:59","5","3.3","0.46"
"2017-12-13 18:20:13","1","8.9","0.3"
"2017-12-13 18:20:14","2","0.9","0.3"
"2017-12-13 18:20:15","3","1.5","0.5"
"2017-12-13 18:20:16","4","1.1","0.3"
"2017-12-13 18:20:17","5","3.1","0.3"
"2017-12-13 18:21:32","1","8.6","0.49"
"2017-12-13 18:21:33","2","1.1","0.3"
"2017-12-13 18:21:34","3","1.2","0.4"
"2017-12-13 18:21:35","4","1.0","0.45"
"2017-12-13 18:21:36","5","3.1","0.54"
"2017-12-13 18:22:50","1","8.7","0.46"
"2017-12-13 18:22:51","2","0.8","0.4"
"2017-12-13 18:22:52","3","1.9","0.3"
"2017-12-13 18:22:53","4","1.0","0.45"
"2017-12-13 18:22:54","5","3.1","0.54"
"2017-12-13 18:24:08","1","8.9","0.54"
"2017-12-13 18:24:09","2","1.1","0.3"
"2017-12-13 18:24:10","3","1.4","0.49"
"2017-12-13 18:24:11","4","1.1","0.54"
"2017-12-13 18:24:12","5","3.0","0.0"
"2017-12-13 18:25:27","1","8.8","0.4"
"2017-12-13 18:25:28","2","1.0","0.0"
"2017-12-13 18:25:29","3","1.6","0.49"
"2017-12-13 18:25:30","4","1.0","0.45"
"2017-12-13 18:25:31","5","3.4","0.49"
"2017-12-13 18:26:45","1","8.5","0.5"
"2017-12-13 18:26:46","2","1.2","0.4"
"2017-12-13 18:26:47","3","1.4","0.49"
"2017-12-13 18:26:48","4","0.9","0.3"
"2017-12-13 18:26:49","5","3.4","0.49"
"2017-12-13 18:28:03","1","8.7","0.46"
"2017-12-13 18:28:04","2","1.1","0.3"
"2017-12-13 18:28:05","3","1.8","0.4"
"2017-12-13 18:28:06","4","1.5","0.5"
"2017-12-13 18:28:07","5","3.2","0.4"
"2017-12-13 18:29:22","1","8.7","0.46"
"2017-12-13 18:29:23","2","1.3","0.46"
"2017-12-13 18:29:24","3","1.7","0.46"
"2017-12-13 18:29:25","4","1.1","0.3"
"2017-12-13 18:29:26","5","3.2","0.6"
"2017-12-13 18:30:40","1","8.9","0.3"
"2017-12-13 18:30:41","2","1.1","0.3"
"2017-12-13 18:30:42","3","1.7","0.46"
"2017-12-13 18:30:43","4","1.2","0.4"
"2017-12-13 18:30:44","5","3.0","0.45"
"2017-12-13 18:31:58","1","8.5","0.5"
"2017-12-13 18:31:59","2","1.0","0.45"
"2017-12-13 18:32:00","3","1.5","0.5"
"2017-12-13 18:32:01","4","0.9","0.3"
"2017-12-13 18:32:02","5","3.3","0.46"
"2017-12-13 18:36:16","1","9.0","0.0"
"2017-12-13 18:36:17","2","1.1","0.3"
"2017-12-13 18:36:18","3","1.9","0.54"
"2017-12-13 18:36:19","4","1.1","0.3"
"2017-12-13 18:36:20","5","3.1","0.3"
"2017-12-13 18:37:34","1","8.9","0.3"
"2017-12-13 18:37:35","2","10.2","0.6"
"2017-12-13 18:37:36","3","1.9","0.3"
"2017-12-13 18:37:37","4","1.2","0.6"
"2017-12-13 18:37:38","5","3.3","0.46"
"2017-12-13 18:38:53","1","8.9","0.3"
"2017-12-13 18:38:54","2","1.0","0.45"
"2017-12-13 18:38:55","3","1.5","0.5"
"2017-12-13 18:38:56","4","1.1","0.3"
"2017-12-13 18:38:57","5","3.4","0.49"
"2017-12-13 18:40:11","1","8.9","0.3"
"2017-12-13 18:40:12","2","11.7","0.46"
"2017-12-13 18:40:13","3","1.7","0.64"
"2017-12-13 18:40:14","4","1.2","0.4"
"2017-12-13 18:40:15","5","3.3","0.46"
"2017-12-13 18:41:29","1","8.8","0.4"
"2017-12-13 18:41:30","2","14.2","0.4"
"2017-12-13 18:41:31","3","1.9","0.3"
"2017-12-13 18:41:32","4","1.0","0.45"
"2017-12-13 18:41:33","5","3.3","0.46"
"2017-12-13 18:42:47","1","9.0","0.0"
"2017-12-13 18:42:48","2","14.3","0.46"
"2017-12-13 18:42:49","3","1.5","0.5"
"2017-12-13 18:42:51","4","1.1","0.3"
"2017-12-13 18:42:52","5","3.2","0.6"
"2017-12-13 18:44:06","1","8.9","0.3"
"2017-12-13 18:44:07","2","12.0","0.0"
"2017-12-13 18:44:08","3","2.2","0.4"
"2017-12-13 18:44:09","4","1.1","0.3"
"2017-12-13 18:44:10","5","3.2","0.4"
"2017-12-13 18:45:24","1","8.7","0.46"
"2017-12-13 18:45:25","2","9.6","0.49"
"2017-12-13 18:45:26","3","1.8","0.4"
"2017-12-13 18:45:27","4","1.2","0.4"
"2017-12-13 18:45:28","5","3.5","0.5"
"2017-12-13 18:46:42","1","8.7","0.46"
"2017-12-13 18:46:43","2","12.0","0.63"
"2017-12-13 18:46:44","3","1.5","0.5"
"2017-12-13 18:46:45","4","1.1","0.3"
"2017-12-13 18:46:46","5","3.5","0.5"
"2017-12-13 18:48:01","1","8.8","0.4"
"2017-12-13 18:48:02","2","13.3","0.46"
"2017-12-13 18:48:03","3","1.8","0.4"
"2017-12-13 18:48:04","4","0.9","0.3"
"2017-12-13 18:48:05","5","3.3","0.64"
"2017-12-13 18:49:19","1","8.7","0.46"
"2017-12-13 18:49:20","2","11.3","0.46"
"2017-12-13 18:49:21","3","1.6","0.49"
"2017-12-13 18:49:22","4","1.2","0.4"
"2017-12-13 18:49:23","5","3.1","0.3"
"2017-12-13 18:50:37","1","8.7","0.46"
"2017-12-13 18:50:38","2","11.3","0.46"
"2017-12-13 18:50:39","3","1.7","0.46"
"2017-12-13 18:50:40","4","1.2","0.6"
"2017-12-13 18:50:41","5","3.2","0.6"
"2017-12-13 18:51:56","1","8.6","0.49"
"2017-12-13 18:51:57","2","14.1","0.54"
"2017-12-13 18:51:58","3","1.8","0.4"
"2017-12-13 18:51:59","4","1.2","0.4"
"2017-12-13 18:52:00","5","3.3","0.46"
"2017-12-13 18:53:14","1","9.0","0.0"
"2017-12-13 18:53:15","2","12.2","0.4"
"2017-12-13 18:53:16","3","1.8","0.4"
"2017-12-13 18:53:17","4","1.1","0.3"
"2017-12-13 18:53:18","5","3.3","0.78"
"2017-12-13 18:54:32","1","8.8","0.4"
"2017-12-13 18:54:33","2","11.8","0.4"
"2017-12-13 18:54:34","3","2.0","0.45"
"2017-12-13 18:54:35","4","1.1","0.3"
"2017-12-13 18:54:36","5","3.2","0.4"
