"2017-12-08 09:59:42.768380","2","0","15.5","0.5"
"2017-12-08 09:59:44.458637","2","1","43.3","0.46"
"2017-12-08 09:59:45.677427","2","2","0.0","0.0"
"2017-12-08 09:59:47.136554","2","0","15.5","0.5"
"2017-12-08 09:59:48.298141","2","1","43.3","0.46"
"2017-12-08 09:59:49.467912","2","2","0.0","0.0"
"2017-12-08 09:59:50.748506","2","3","0.0","0.0"
"2017-12-08 09:59:51.947896","2","4","1.3","0.46"
"2017-12-08 09:59:52.962119","3","0","0.0","0.0"
"2017-12-08 09:59:54.387593","3","1","0.0","0.0"
"2017-12-08 09:59:55.680022","3","2","0.0","0.0"
"2017-12-08 09:59:56.879019","3","3","-1.3","0.46"
"2017-12-08 09:59:58.074033","3","4","-0.1","0.3"
"2017-12-08 09:59:59.329417","4","0","-7.7","0.46"
"2017-12-08 10:00:00.533808","4","1","-7.8","0.4"
"2017-12-08 10:00:01.919379","4","2","-7.7","0.46"
"2017-12-08 10:00:03.188842","4","3","-7.8","0.6"
"2017-12-08 10:00:04.508378","4","4","-7.8","0.4"
"2017-12-08 10:00:05.670887","7","0","24.1","0.3"
"2017-12-08 10:00:07.376299","7","1","24.3","0.46"
"2017-12-08 10:00:08.553148","7","2","24.6","1.2"
"2017-12-08 10:00:09.760297","7","3","24.3","0.46"
"2017-12-08 10:00:10.929444","7","4","24.3","0.46"
"2017-12-08 10:00:40.240710","0","0","4.9","0.3"
"2017-12-08 10:00:41.633394","0","1","0.0","0.0"
"2017-12-08 10:00:43.018865","0","2","51.4","0.8"
"2017-12-08 10:00:44.339502","0","3","-1.8","0.4"
"2017-12-08 10:00:45.670049","0","4","8.1","0.3"
"2017-12-08 10:00:46.983120","1","0","-0.1","0.3"
"2017-12-08 10:00:48.135131","1","1","9.8","0.6"
"2017-12-08 10:00:49.383231","1","2","0.0","0.0"
"2017-12-08 10:00:50.786000","1","3","0.0","0.0"
"2017-12-08 10:00:52.153811","1","4","0.0","0.0"
"2017-12-08 10:00:53.681810","2","0","15.1","0.3"
"2017-12-08 10:00:54.794124","2","1","47.0","0.89"
"2017-12-08 10:00:56.238941","2","2","0.0","0.0"
"2017-12-08 10:00:57.465881","2","3","0.1","0.3"
"2017-12-08 10:00:58.922696","2","4","1.2","0.4"
"2017-12-08 10:00:59.923798","3","0","0.0","0.0"
"2017-12-08 10:01:01.007319","3","1","0.0","0.0"
"2017-12-08 10:01:01.978276","3","2","-0.3","0.9"
"2017-12-08 10:01:03.107736","3","3","-0.9","0.3"
"2017-12-08 10:01:04.356921","3","4","0.0","0.0"
"2017-12-08 10:01:05.564914","4","0","-7.7","0.64"
"2017-12-08 10:01:06.839046","4","1","-8.0","0.45"
"2017-12-08 10:01:07.902931","4","2","-7.8","0.6"
"2017-12-08 10:01:09.215916","4","3","-8.0","0.63"
"2017-12-08 10:01:10.737510","4","4","-7.7","0.46"
"2017-12-08 10:01:22.535722","7","0","23.8","0.98"
"2017-12-08 10:01:23.743655","7","1","24.1","0.3"
"2017-12-08 10:01:24.917686","7","2","24.4","0.49"
"2017-12-08 10:01:26.123493","7","3","24.2","0.4"
"2017-12-08 10:01:27.180500","7","4","24.7","0.9"
"2017-12-08 10:01:58.584343","0","0","4.2","0.4"
"2017-12-08 10:01:59.938902","0","1","0.1","0.3"
"2017-12-08 10:02:01.301158","0","2","55.0","0.63"
"2017-12-08 10:02:02.907503","0","3","-1.6","0.49"
"2017-12-08 10:02:04.362174","0","4","8.3","0.46"
"2017-12-08 10:02:05.783079","1","0","0.0","0.0"
"2017-12-08 10:02:07.578861","1","1","10.0","0.45"
"2017-12-08 10:02:09.534520","1","2","-0.1","0.3"
"2017-12-08 10:02:11.486238","1","3","0.0","0.0"
"2017-12-08 10:02:13.008129","1","4","-0.1","0.3"
"2017-12-08 10:02:14.421270","2","0","15.4","0.49"
"2017-12-08 10:02:15.802632","2","1","48.8","0.6"
"2017-12-08 10:02:17.022175","2","2","0.0","0.0"
"2017-12-08 10:02:17.992079","2","3","0.0","0.0"
"2017-12-08 10:02:19.237171","2","4","1.3","0.46"
"2017-12-08 10:02:20.714079","3","0","0.0","0.0"
"2017-12-08 10:02:22.120046","3","1","0.0","0.0"
"2017-12-08 10:02:23.558972","3","2","0.0","0.0"
"2017-12-08 10:02:25.051205","3","3","-1.1","0.54"
"2017-12-08 10:02:26.274858","3","4","0.0","0.0"
"2017-12-08 10:02:27.723203","4","0","-8.1","0.3"
"2017-12-08 10:02:28.902731","4","1","-8.1","0.3"
"2017-12-08 10:02:30.353215","4","2","-8.1","0.3"
"2017-12-08 10:02:31.778167","4","3","-7.9","0.54"
"2017-12-08 10:02:33.079994","4","4","-7.9","0.54"
"2017-12-08 10:02:40.883293","7","0","24.3","0.46"
"2017-12-08 10:02:42.104601","7","1","24.3","0.46"
"2017-12-08 10:02:43.409183","7","2","24.3","0.9"
"2017-12-08 10:02:44.503103","7","3","24.2","0.4"
"2017-12-08 10:02:45.706359","7","4","24.4","0.49"
"2017-12-08 10:03:16.931949","0","0","4.2","0.4"
"2017-12-08 10:03:18.341366","0","1","0.0","0.0"
"2017-12-08 10:03:19.373869","0","2","56.9","0.54"
"2017-12-08 10:03:20.756033","0","3","-1.8","0.6"
"2017-12-08 10:03:22.114087","0","4","8.2","0.4"
"2017-12-08 10:03:23.271289","1","0","0.0","0.0"
"2017-12-08 10:03:24.651877","1","1","10.0","0.0"
"2017-12-08 10:03:26.281485","1","2","0.0","0.0"
"2017-12-08 10:03:27.530089","1","3","0.0","0.0"
"2017-12-08 10:03:28.906686","1","4","0.0","0.0"
"2017-12-08 10:03:30.089164","2","0","15.5","0.5"
"2017-12-08 10:03:31.424344","2","1","48.9","0.7"
"2017-12-08 10:03:32.740569","2","2","0.0","0.0"
"2017-12-08 10:03:33.927472","2","3","-0.3","0.9"
"2017-12-08 10:03:35.333190","2","4","1.2","0.4"
"2017-12-08 10:03:36.823235","3","0","0.0","0.0"
"2017-12-08 10:03:37.879806","3","1","0.0","0.0"
"2017-12-08 10:03:38.934951","3","2","0.0","0.0"
"2017-12-08 10:03:39.972798","3","3","-0.9","0.54"
"2017-12-08 10:03:41.130434","3","4","0.0","0.0"
"2017-12-08 10:03:42.511092","4","0","-7.8","0.75"
"2017-12-08 10:03:44.101152","4","1","-8.0","0.63"
"2017-12-08 10:03:45.229316","4","2","-8.2","0.4"
"2017-12-08 10:03:46.756190","4","3","-8.0","0.0"
"2017-12-08 10:03:48.236106","4","4","-7.9","0.54"
"2017-12-08 10:03:59.226888","7","0","24.1","0.3"
"2017-12-08 10:04:01.079262","7","1","24.4","0.49"
"2017-12-08 10:04:02.402507","7","2","24.4","0.49"
"2017-12-08 10:04:03.715670","7","3","24.4","0.49"
"2017-12-08 10:04:05.277169","7","4","24.3","0.46"
"2017-12-08 10:04:35.275441","0","0","4.6","0.49"
"2017-12-08 10:04:36.557243","0","1","0.0","0.0"
"2017-12-08 10:04:37.825142","0","2","71.0","1.1"
"2017-12-08 10:04:39.303867","0","3","-1.9","0.3"
"2017-12-08 10:04:40.564496","0","4","8.1","0.3"
"2017-12-08 10:04:41.993477","1","0","0.0","0.0"
"2017-12-08 10:04:43.574431","1","1","9.9","0.3"
"2017-12-08 10:04:44.828115","1","2","0.0","0.0"
"2017-12-08 10:04:46.447209","1","3","0.0","0.0"
"2017-12-08 10:04:47.747318","1","4","0.0","0.0"
"2017-12-08 10:04:48.995918","2","0","15.3","0.46"
"2017-12-08 10:04:50.266823","2","1","45.9","1.76"
"2017-12-08 10:04:51.896854","2","2","0.0","0.0"
"2017-12-08 10:04:53.191815","2","3","0.0","0.0"
"2017-12-08 10:04:54.695613","2","4","1.1","0.3"
"2017-12-08 10:04:56.148354","3","0","0.0","0.0"
"2017-12-08 10:04:57.773520","3","1","-0.4","1.2"
"2017-12-08 10:04:59.478282","3","2","0.0","0.0"
"2017-12-08 10:05:01.107030","3","3","-0.9","0.7"
"2017-12-08 10:05:02.486175","3","4","0.0","0.0"
"2017-12-08 10:05:03.871568","4","0","-7.9","0.3"
"2017-12-08 10:05:05.367313","4","1","-8.0","0.45"
"2017-12-08 10:05:06.726098","4","2","-8.2","0.4"
"2017-12-08 10:05:08.222610","4","3","-7.7","0.46"
"2017-12-08 10:05:09.492838","4","4","-8.0","0.45"
"2017-12-08 10:05:17.570345","7","0","24.1","0.3"
"2017-12-08 10:05:18.859908","7","1","24.5","0.5"
"2017-12-08 10:05:20.312815","7","2","24.0","0.0"
"2017-12-08 10:05:21.625069","7","3","24.4","0.49"
"2017-12-08 10:05:23.182008","7","4","24.1","0.3"
"2017-12-08 10:05:53.619021","0","0","4.8","0.4"
"2017-12-08 10:05:55.374375","0","1","0.0","0.0"
"2017-12-08 10:05:56.827693","0","2","70.8","1.25"
"2017-12-08 10:05:58.401113","0","3","-1.9","0.3"
"2017-12-08 10:05:59.918713","0","4","8.2","0.4"
"2017-12-08 10:06:01.190232","1","0","0.0","0.0"
"2017-12-08 10:06:02.664821","1","1","10.0","0.0"
"2017-12-08 10:06:04.067003","1","2","0.0","0.0"
"2017-12-08 10:06:05.523172","1","3","0.0","0.0"
"2017-12-08 10:06:07.123445","1","4","-0.1","0.3"
