"2017-11-28 12:43:28.131931","0","0","5.2","0.4"
"2017-11-28 12:43:30.143006","0","2","0.5","0.5"
"2017-11-28 12:43:31.154614","0","3","0.8","0.6"
"2017-11-28 12:43:32.162334","0","4","4.6","0.49"
"2017-11-28 12:43:34.173345","1","0","6.1","0.3"
"2017-11-28 12:43:35.181147","1","1","6.1","0.54"
"2017-11-28 12:43:36.192688","1","2","6.7","0.46"
"2017-11-28 12:43:37.200343","1","3","6.7","0.46"
"2017-11-28 12:43:38.208075","1","4","6.0","0.0"
"2017-11-28 12:44:10.361112","7","0","24.1","0.54"
"2017-11-28 12:44:11.894186","7","1","24.5","0.5"
"2017-11-28 12:44:13.018241","7","2","24.3","0.46"
"2017-11-28 12:44:14.405743","7","3","24.1","0.3"
"2017-11-28 12:44:15.551667","7","4","24.4","0.49"
"2017-11-28 12:44:46.409888","0","0","5.3","0.46"
"2017-11-28 12:44:48.425066","0","2","1.0","0.63"
"2017-11-28 12:44:49.432614","0","3","0.9","0.3"
"2017-11-28 12:44:50.444282","0","4","4.2","0.87"
"2017-11-28 12:44:52.451448","1","0","5.8","0.4"
"2017-11-28 12:44:53.469744","1","1","5.9","0.3"
"2017-11-28 12:44:54.470255","1","2","6.1","0.3"
"2017-11-28 12:44:55.482125","1","3","5.9","0.54"
"2017-11-28 12:44:56.489933","1","4","5.7","0.46"
"2017-11-28 12:45:28.639279","7","0","24.5","0.5"
"2017-11-28 12:45:29.650675","7","1","24.3","0.64"
"2017-11-28 12:45:30.658403","7","2","24.2","0.75"
"2017-11-28 12:45:31.666055","7","3","24.2","0.6"
"2017-11-28 12:45:32.677887","7","4","24.3","0.46"
"2017-11-28 12:46:04.687752","0","0","5.7","0.46"
"2017-11-28 12:46:06.702849","0","2","0.6","0.49"
"2017-11-28 12:46:07.710641","0","3","1.2","0.4"
"2017-11-28 12:46:08.722163","0","4","4.6","0.66"
"2017-11-28 12:46:10.729358","1","0","5.6","0.49"
"2017-11-28 12:46:11.740857","1","1","5.4","0.49"
"2017-11-28 12:46:12.748540","1","2","6.1","0.3"
