"Datetime","DP_T","DP1","DP2","DP3","DP4","P_A","T_T","T1","T2","T3","T4","T_A"
"2017-12-12 13:33:33.820671","-252.67","-252.67","-252.67","-252.67","-252.67","-47470.56","19.56","19.87","19.88","19.69","19.79","19.70"
